id,incident_group_id,source_type,text,label,priority,timestamp
70,90,alert,ALERT: auth_error_rate on api-gateway exceeded 5% -> 37% over 10min,authentication_failure,medium,2024-02-02 00:30:00
71,0,log,ERROR token-service TokenValidationException: JWT expired for user alopez at 2024-01-15 00:16:00,authentication_failure,medium,2024-01-15 00:16:00
72,250,log,"CRITICAL redis-sentinel PrimaryUnavailable: failover in progress, replica not ready at 2024-01-20 00:19:00",database_failure,high,2024-01-20 00:19:00
73,32,log,CRITICAL mfa-broker BindFailure: LDAP error 49 invalid credentials for jsmith at 2024-01-21 08:41:00,authentication_failure,high,2024-01-21 08:41:00
74,151,ticket,VPN connectivity dropped via wan-gateway. Firewall blocking outbound on port 3306.,network_issue,medium,2024-01-25 04:10:00
75,277,ticket,mTLS authentication failed on istio-citadel. Client cert for services.internal expired 3 days ago.,certificate_expiry,high,2024-01-18 08:27:00
76,138,alert,ALERT: nat_failures on bgp-peer-isp1 exceeded 0.1% -> 9% failing,network_issue,high,2024-01-22 12:15:00
77,258,ticket,Connection pool exhausted on mongodb-cluster-01. auth-service pods failing health checks.,database_failure,high,2024-01-21 12:08:00
78,48,alert,ALERT: oauth_latency_p95 on mfa-broker exceeded 500ms -> 1682ms,authentication_failure,medium,2024-01-24 12:19:00
79,236,ticket,High query latency on elasticsearch-data. P99 response time 31.0s causing auth-service timeouts.,database_failure,medium,2024-01-17 04:06:00
80,97,log,ERROR api-gateway QueryTimeout: AD LDAP query timed out for jsmith at 2024-02-03 08:23:00,authentication_failure,medium,2024-02-03 08:23:00
81,221,alert,ALERT: deployment_rollback triggered for search-service in prod-data — health check failing,deployment_issue,medium,2024-01-25 04:32:00
82,274,alert,ALERT: x509_expired_cert detected on traefik-ingress for domain services.internal,certificate_expiry,high,2024-01-17 16:36:00
83,246,ticket,High query latency on mysql-primary. P99 response time 42.5s causing order-service timeouts.,database_failure,medium,2024-01-19 04:00:00
84,52,ticket,Active Directory auth failing via token-service for user mchen.,authentication_failure,high,2024-01-25 08:30:00
85,120,ticket,Users on subnet 10.4.4.0/24 reporting packet loss. DNS resolution failing for vpn-concentrator.,network_issue,medium,2024-01-19 00:04:00
86,23,log,ERROR kerberos-kdc TGTRenewalFailed: KDC unreachable for ykim at 2024-01-19 12:17:00,authentication_failure,high,2024-01-19 12:17:00
87,58,ticket,Sessions expiring prematurely via identity-provider. Session store issue affecting dpatel.,authentication_failure,high,2024-01-26 12:27:00
88,11,log,ERROR mfa-broker OAuthError: invalid_grant for crossi at 2024-01-17 04:14:00,authentication_failure,medium,2024-01-17 04:14:00
89,27,alert,ALERT: kerberos_failures on oauth2-server exceeded 10/min -> 57/min,authentication_failure,high,2024-01-20 08:29:00
90,196,log,ERROR traffic-manager SwitchFailed: blue/green aborted for gateway-proxy in prod-core at 2024-01-20 04:05:00,deployment_issue,high,2024-01-20 04:05:00
91,88,log,WARN saml-proxy RateLimited: token endpoint flooded by requests for fmüller at 2024-02-01 12:09:00,authentication_failure,high,2024-02-01 12:09:00
92,16,alert,ALERT: session_expiry on ad-connector exceeded 20/min -> 44/min,authentication_failure,high,2024-01-18 04:08:00
93,208,log,CRITICAL flyway MigrationFailed: schema V71 failed for order-service at 2024-01-22 12:04:00,deployment_issue,high,2024-01-22 12:04:00
94,27,log,ERROR oauth2-server QueryTimeout: AD LDAP query timed out for jsmith at 2024-01-20 08:35:00,authentication_failure,medium,2024-01-20 08:35:00
95,71,ticket,SSO login broken via sso-provider. JWT expired errors for ykim in browser console.,authentication_failure,medium,2024-01-29 04:03:00
96,65,ticket,LDAP bind failing on mfa-broker. Directory returning connection refused for ykim.,authentication_failure,high,2024-01-28 00:18:00
97,202,ticket,Container image pull failing for notification-worker in prod. Registry credentials expired.,deployment_issue,medium,2024-01-21 08:04:00
98,188,alert,ALERT: migration_job V77 = failed for reporting-api in prod-data,deployment_issue,high,2024-01-18 12:21:00
99,269,log,CRITICAL vault-pki ChainValidationFailed: intermediate cert expired for admin.internal at 2024-01-16 16:37:00,certificate_expiry,high,2024-01-16 16:37:00
100,197,ticket,Sidecar injection failing for payments-api in prod-eu. Pods missing Envoy proxy.,deployment_issue,medium,2024-01-20 08:30:00
101,130,log,ERROR wan-gateway PacketLossException: 28% loss on 127.131.95.4 at 2024-01-21 00:23:00,network_issue,medium,2024-01-21 00:23:00
102,98,alert,ALERT: oauth_latency_p95 on ad-connector exceeded 500ms -> 1886ms,authentication_failure,medium,2024-02-03 12:17:00
103,127,ticket,BGP propagation delay on dns-resolver-prod causing connectivity failures from 22.115.119.14.,network_issue,medium,2024-01-20 08:13:00
104,25,log,ERROR oauth2-server AuthRejected: Bearer token mismatch for rnguyen at 2024-01-20 00:35:00,authentication_failure,medium,2024-01-20 00:35:00
105,154,log,ERROR nat-gateway-eu HighLatency: RTT 469ms to 37.69.155.2 at 2024-01-25 16:17:00,network_issue,medium,2024-01-25 16:17:00
106,18,ticket,Sessions expiring prematurely via kerberos-kdc. Session store issue affecting dpatel.,authentication_failure,high,2024-01-18 12:02:00
107,48,log,WARN mfa-broker RateLimited: token endpoint flooded by requests for alopez at 2024-01-24 12:20:00,authentication_failure,high,2024-01-24 12:20:00
108,104,ticket,Intermittent packet loss on WAN link via vpn-concentrator. Throughput reduced by 46%.,network_issue,medium,2024-01-15 16:23:00
109,15,log,ERROR sso-provider AuthRejected: Bearer token mismatch for rnguyen at 2024-01-18 00:16:00,authentication_failure,medium,2024-01-18 00:16:00
110,246,alert,ALERT: db_query_latency_p99 on mysql-primary exceeded 1s -> 42.5s observed,database_failure,medium,2024-01-19 04:06:00
111,76,log,CRITICAL ad-connector ConnectionRefused: Redis auth backend unreachable for dpatel at 2024-01-30 04:16:00,authentication_failure,high,2024-01-30 04:16:00
112,2,log,CRITICAL api-gateway BindFailure: LDAP error 49 invalid credentials for alopez at 2024-01-15 08:22:00,authentication_failure,high,2024-01-15 08:22:00
113,41,ticket,SSO login broken via token-service. JWT expired errors for abolarin in browser console.,authentication_failure,medium,2024-01-23 04:26:00
114,60,ticket,Users unable to authenticate via identity-provider. Token validation failed for rnguyen.,authentication_failure,high,2024-01-27 00:15:00
115,275,alert,ALERT: jwt_signing_cert_expiry on api-gateway-tls -> token validation failing for api.prod.corp,certificate_expiry,high,2024-01-18 00:50:00
116,91,ticket,SSO login broken via mfa-broker. JWT expired errors for abolarin in browser console.,authentication_failure,medium,2024-02-02 04:18:00
117,79,alert,ALERT: ad_bind_failures on ad-connector exceeded 5/min -> 32/min,authentication_failure,high,2024-01-30 16:25:00
118,207,log,ERROR istio-injector SidecarFailed: Envoy injection rejected for notification-worker in prod-eu at 2024-01-22 08:43:00,deployment_issue,high,2024-01-22 08:43:00
119,57,log,ERROR sso-provider QueryTimeout: AD LDAP query timed out for jsmith at 2024-01-26 08:34:00,authentication_failure,medium,2024-01-26 08:34:00
120,139,ticket,Load balancer border-router reporting upstream timeouts. Backend 98.195.163.179 unreachable.,network_issue,medium,2024-01-22 16:27:00
121,190,log,CRITICAL kubelet OOMKilled: container checkout-svc killed in prod-us at 2024-01-19 00:23:00,deployment_issue,high,2024-01-19 00:23:00
122,85,log,ERROR auth-service AuthRejected: Bearer token mismatch for mchen at 2024-02-01 00:18:00,authentication_failure,medium,2024-02-01 00:18:00
123,278,log,ERROR web-proxy AccessDenied: SSL certificate untrusted for user tlefevre at 2024-01-18 12:03:00,certificate_expiry,medium,2024-01-18 12:03:00
124,195,log,WARN ci-runner TestFailure: integration tests failed for reporting-api in prod-us at 2024-01-20 00:19:00,deployment_issue,high,2024-01-20 00:19:00
125,34,log,WARN ad-connector PushTimeout: MFA push undelivered to alopez after 30s at 2024-01-21 16:05:00,authentication_failure,medium,2024-01-21 16:05:00
126,142,ticket,"High latency on border-router. Network degraded, RTT 780ms to gateway 164.104.203.235.",network_issue,medium,2024-01-23 08:03:00
127,118,alert,ALERT: nat_failures on dns-resolver-prod exceeded 0.1% -> 8% failing,network_issue,high,2024-01-18 12:29:00
128,173,alert,ALERT: nodes_not_ready hosting billing-service -> 1 nodes in NotReady in prod-us,deployment_issue,medium,2024-01-15 12:36:00
129,15,ticket,LDAP bind failing on sso-provider. Directory returning connection refused for rnguyen.,authentication_failure,high,2024-01-18 00:09:00
130,43,ticket,MFA push notifications not delivered via mfa-broker. User rnguyen locked out.,authentication_failure,high,2024-01-23 12:28:00
131,257,alert,ALERT: replication_lag on postgres-primary exceeded 30s -> 132s behind primary,database_failure,high,2024-01-21 08:37:00
132,21,log,ERROR token-service OAuthError: invalid_grant for fmüller at 2024-01-19 04:05:00,authentication_failure,medium,2024-01-19 04:05:00
133,119,alert,ALERT: dhcp_utilization on core-switch-A exceeded 90% -> 96% pool used,network_issue,high,2024-01-18 16:56:00
134,201,ticket,Deployment rollback triggered for billing-service in prod-eu. Health check failing.,deployment_issue,medium,2024-01-21 04:10:00
135,9,log,ERROR ad-connector AssertionExpired: SAML response out of skew for crossi at 2024-01-16 16:31:00,authentication_failure,medium,2024-01-16 16:31:00
136,62,ticket,Active Directory auth failing via api-gateway for user abolarin.,authentication_failure,high,2024-01-27 08:19:00
137,205,alert,ALERT: ci_failure_rate for data-pipeline exceeded 20% -> 68% failing,deployment_issue,medium,2024-01-22 00:49:00
138,137,log,CRITICAL wan-gateway TunnelDown: IPSec SA expired for 80.96.57.9 at 2024-01-22 08:24:00,network_issue,high,2024-01-22 08:24:00
139,44,log,WARN oauth2-server PushTimeout: MFA push undelivered to crossi after 30s at 2024-01-23 16:26:00,authentication_failure,medium,2024-01-23 16:26:00
140,32,alert,ALERT: sso_failure_rate on mfa-broker exceeded 10% -> 39% failing,authentication_failure,high,2024-01-21 08:48:00
141,19,ticket,Password reset failed on oauth2-server. SMTP relay rejecting auth for mchen.,authentication_failure,high,2024-01-18 16:29:00
142,86,log,CRITICAL token-service ConnectionRefused: Redis auth backend unreachable for ykim at 2024-02-01 04:15:00,authentication_failure,high,2024-02-01 04:15:00
143,220,log,CRITICAL kubelet OOMKilled: container search-service killed in prod-data at 2024-01-25 00:36:00,deployment_issue,high,2024-01-25 00:36:00
144,177,log,ERROR istio-injector SidecarFailed: Envoy injection rejected for order-service in prod-us at 2024-01-16 08:26:00,deployment_issue,high,2024-01-16 08:26:00
145,253,alert,ALERT: slow_queries on timescaledb-prod exceeded 10/min -> 21/min blocking,database_failure,medium,2024-01-20 12:25:00
146,131,alert,ALERT: dns_failures on dns-resolver-prod exceeded 10/min -> 70/min sustained,network_issue,high,2024-01-21 04:09:00
147,212,alert,ALERT: oom_kills on checkout-svc exceeded 0 -> 1 kills in prod-eu,deployment_issue,high,2024-01-23 08:42:00
148,6,alert,ALERT: session_expiry on ad-connector exceeded 20/min -> 75/min,authentication_failure,high,2024-01-16 04:50:00
149,117,alert,ALERT: lb_5xx_rate on load-balancer-web exceeded 1% -> 19% upstream errors,network_issue,medium,2024-01-18 08:15:00
150,268,alert,ALERT: access_denied_rate on vault-pki exceeded 10% -> 27% due to cert error,certificate_expiry,medium,2024-01-16 12:48:00
151,254,log,ERROR clickhouse-01 HealthCheckFailed: order-service cannot connect to backend at 2024-01-20 16:22:00,database_failure,high,2024-01-20 16:22:00
152,243,ticket,Slow query on cassandra-node-01 blocking 20 connections. analytics-api degraded.,database_failure,medium,2024-01-18 12:26:00
153,23,alert,ALERT: ldap_timeout_rate on kerberos-kdc exceeded 1% -> 27% timing out,authentication_failure,medium,2024-01-19 12:20:00
154,202,alert,ALERT: oom_kills on notification-worker exceeded 0 -> 8 kills in prod,deployment_issue,high,2024-01-21 08:14:00
155,158,ticket,Users cannot reach spine-switch-02. NAT translation failing on gateway 94.220.54.3.,network_issue,medium,2024-01-26 12:14:00
156,11,ticket,SSO login broken via mfa-broker. JWT expired errors for crossi in browser console.,authentication_failure,medium,2024-01-17 04:02:00
157,71,alert,ALERT: jwt_failures on sso-provider exceeded 50/min -> 60/min,authentication_failure,high,2024-01-29 04:09:00
158,203,alert,ALERT: nodes_not_ready hosting auth-worker -> 1 nodes in NotReady in prod-us,deployment_issue,medium,2024-01-21 12:22:00
159,210,alert,ALERT: pod_restarts on inventory-svc exceeded 3 -> 11 restarts in prod-us,deployment_issue,medium,2024-01-23 00:43:00
160,131,ticket,VPN connectivity dropped via dns-resolver-prod. Firewall blocking outbound on port 80.,network_issue,medium,2024-01-21 04:01:00
161,172,log,ERROR containerd ImagePullBackOff: payments-api:latest unauthorized in prod at 2024-01-15 08:07:00,deployment_issue,medium,2024-01-15 08:07:00
162,161,log,WARN firewall-cluster DNSTimeoutError: resolution failed for 57.95.221.102 after 3 retries at 2024-01-27 04:11:00,network_issue,high,2024-01-27 04:11:00
163,152,log,ERROR nat-gateway-eu RuleViolation: traffic blocked src=123.184.138.27 dst=43.44.95.111 port=6379 at 2024-01-25 08:34:00,network_issue,medium,2024-01-25 08:34:00
164,136,log,ERROR firewall-cluster UpstreamTimeout: backend 55.201.65.187 unreachable at 2024-01-22 04:30:00,network_issue,medium,2024-01-22 04:30:00
165,122,alert,ALERT: network_latency_ms on firewall-cluster p99 exceeded 200ms -> 792ms,network_issue,medium,2024-01-19 08:32:00
166,169,log,WARN spine-switch-02 TopologyChange: STP reconverging on VLAN 50 at 2024-01-28 16:19:00,network_issue,medium,2024-01-28 16:19:00
167,200,alert,ALERT: pod_restarts on gateway-proxy exceeded 3 -> 17 restarts in prod,deployment_issue,medium,2024-01-21 00:24:00
168,143,alert,ALERT: firewall_drop_rate on vpn-concentrator exceeded 1% -> 17% blocked,network_issue,high,2024-01-23 12:30:00
169,85,alert,ALERT: api_401_rate on auth-service exceeded 2% -> 12% unauthorized,authentication_failure,high,2024-02-01 00:19:00
170,251,alert,ALERT: disk_io_wait on clickhouse-01 exceeded 80% -> 85% utilisation,database_failure,high,2024-01-20 04:27:00
171,156,alert,ALERT: vpn_stability on wan-gateway below 99% -> 75% uptime,network_issue,high,2024-01-26 04:18:00
172,68,ticket,Sessions expiring prematurely via token-service. Session store issue affecting ykim.,authentication_failure,high,2024-01-28 12:05:00
173,259,log,ERROR mongodb-cluster-01 DeadlockDetected: transaction rolled back for order-service at 2024-01-21 16:19:00,database_failure,medium,2024-01-21 16:19:00
174,64,alert,ALERT: mfa_push_failures on api-gateway exceeded 5% -> 20% undelivered,authentication_failure,high,2024-01-27 16:38:00
175,114,alert,ALERT: bgp_sessions on spine-switch-02 below threshold 2 -> 0 active,network_issue,high,2024-01-17 16:44:00
176,242,log,"CRITICAL elasticsearch-data OOMKilled: memory limit exceeded, connections dropped at 2024-01-18 08:09:00",database_failure,high,2024-01-18 08:09:00
177,279,ticket,User jsmith cannot authenticate via traefik-ingress. TLS cert for portal.internal expired.,certificate_expiry,high,2024-01-18 16:21:00
178,239,log,ERROR timescaledb-prod DeadlockDetected: transaction rolled back for reporting-api at 2024-01-17 16:31:00,database_failure,medium,2024-01-17 16:31:00
179,110,ticket,Users on subnet 10.5.41.0/24 reporting packet loss. DNS resolution failing for load-balancer-web.,network_issue,medium,2024-01-17 00:23:00
180,161,ticket,VPN connectivity dropped via firewall-cluster. Firewall blocking outbound on port 8443.,network_issue,medium,2024-01-27 04:06:00
181,42,log,CRITICAL api-gateway BindFailure: LDAP error 49 invalid credentials for ykim at 2024-01-23 08:31:00,authentication_failure,high,2024-01-23 08:31:00
182,45,ticket,LDAP bind failing on kerberos-kdc. Directory returning connection refused for fmüller.,authentication_failure,high,2024-01-24 00:22:00
183,247,log,ERROR mongodb-cluster-01 QueryTimeoutException: query exceeded 30s for checkout-svc at 2024-01-19 08:30:00,database_failure,medium,2024-01-19 08:30:00
184,83,alert,ALERT: ldap_timeout_rate on session-store exceeded 1% -> 4% timing out,authentication_failure,medium,2024-01-31 12:35:00
185,102,alert,ALERT: network_latency_ms on wan-gateway p99 exceeded 200ms -> 325ms,network_issue,medium,2024-01-15 08:36:00
186,37,log,ERROR ad-connector QueryTimeout: AD LDAP query timed out for jsmith at 2024-01-22 08:20:00,authentication_failure,medium,2024-01-22 08:20:00
187,2,alert,ALERT: sso_failure_rate on api-gateway exceeded 10% -> 50% failing,authentication_failure,high,2024-01-15 08:42:00
188,35,log,ERROR saml-proxy AuthRejected: Bearer token mismatch for bsantos at 2024-01-22 00:29:00,authentication_failure,medium,2024-01-22 00:29:00
189,206,log,ERROR traffic-manager SwitchFailed: blue/green aborted for data-pipeline in prod-eu at 2024-01-22 04:15:00,deployment_issue,high,2024-01-22 04:15:00
190,150,log,ERROR border-router PacketLossException: 55% loss on 98.27.50.112 at 2024-01-25 00:19:00,network_issue,medium,2024-01-25 00:19:00
191,204,ticket,Helm chart deployment of inventory-svc stuck in pending state in prod-data. PVC not bound.,deployment_issue,medium,2024-01-21 16:22:00
192,159,log,WARN dhcp-server-hq TopologyChange: STP reconverging on VLAN 30 at 2024-01-26 16:19:00,network_issue,medium,2024-01-26 16:19:00
193,144,ticket,Intermittent packet loss on WAN link via spine-switch-02. Throughput reduced by 43%.,network_issue,medium,2024-01-23 16:26:00
194,81,ticket,SSO login broken via sso-provider. JWT expired errors for alopez in browser console.,authentication_failure,medium,2024-01-31 04:30:00
195,55,alert,ALERT: api_401_rate on api-gateway exceeded 2% -> 24% unauthorized,authentication_failure,high,2024-01-26 00:32:00
196,11,alert,ALERT: jwt_failures on mfa-broker exceeded 50/min -> 66/min,authentication_failure,high,2024-01-17 04:27:00
197,16,log,CRITICAL ad-connector ConnectionRefused: Redis auth backend unreachable for ykim at 2024-01-18 04:10:00,authentication_failure,high,2024-01-18 04:10:00
198,16,ticket,Kerberos ticket renewal broken on ad-connector for user ykim after patch.,authentication_failure,high,2024-01-18 04:01:00
199,28,ticket,Sessions expiring prematurely via oauth2-server. Session store issue affecting crossi.,authentication_failure,high,2024-01-20 12:12:00
200,66,alert,ALERT: session_expiry on identity-provider exceeded 20/min -> 71/min,authentication_failure,high,2024-01-28 04:26:00
201,83,log,ERROR session-store TGTRenewalFailed: KDC unreachable for crossi at 2024-01-31 12:29:00,authentication_failure,high,2024-01-31 12:29:00
